name,calories,fat,proteins,carbohydrate,Meal Type
Anak sapi daging gemuk segar,184.0,14.0,18.8,0.0,Lunch/Dinner
Anak sapi daging kurus segar,174.0,10.0,19.6,0.0,Lunch/Dinner
Anak sapi daging sedang segar,190.0,12.0,19.1,0.0,Lunch/Dinner
Andaliman segar,99.0,1.0,4.6,18.0,ingrideint
Andewi,25.0,0.2,1.6,5.3,ingrideint
Anggur hutan segar,30.0,0.2,0.5,6.8,ingrideint
Angsa,354.0,31.5,16.4,0.0,ingrideint
Anyang sayur,126.0,7.9,3.4,10.3,Lunch/Dinner
Apel,58.0,0.4,0.3,14.9,ingrideint
Apel malang segar,57.0,0.4,0.5,12.8,ingrideint
Arbei,37.0,0.5,0.8,8.3,ingrideint
Ares sayur,113.0,7.2,0.9,11.2,Drink
Arrowroot segar,102.0,0.2,1.0,24.1,ingrideint
Arwan sirsir,277.0,25.0,2.4,10.7,ingrideint
Asam kandis segar,75.0,1.1,0.2,16.1,ingrideint
Asam masak di pohon,239.0,0.6,2.8,62.5,ingrideint
Asam payak segar,135.0,0.4,0.8,32.1,ingrideint
Asan kandis kering,261.0,1.6,0.9,63.3,ingrideint
Asinan Bogor sayuran,98.0,2.6,3.9,14.8,Lunch/Dinner
Ayam,302.0,25.0,18.2,0.0,Lunch/Dinner
Ayam  goreng Kentuckysayap,297.0,15.2,35.9,1.6,Lunch/Dinner
Ayam ampela goreng,270.0,11.2,32.3,9.9,Lunch/Dinner
Ayam dideh/darah segar,75.0,1.9,13.8,0.7,Lunch/Dinner
Ayam goreng church texa sayap,295.0,16.0,34.0,1.5,Lunch/Dinner
Ayam goreng church texas dada,338.0,20.6,35.2,0.4,Lunch/Dinner
Ayam goreng kalasan paha,275.0,12.2,37.4,1.3,Lunch/Dinner
Ayam goreng kentucky dada,298.0,16.8,34.2,0.1,Lunch/Dinner
Ayam goreng Kentucky paha,286.0,16.1,32.1,1.1,Lunch/Dinner
Ayam goreng mbok berek dada,295.0,13.6,39.2,1.0,Lunch/Dinner
Ayam goreng paha,287.0,15.7,31.0,1.7,Lunch/Dinner
Ayam goreng pasundan dada,246.0,9.0,37.9,0.7,Lunch/Dinner
Ayam goreng pasundan paha,245.0,11.4,33.1,0.3,Lunch/Dinner
Ayam goreng pioneer dada,295.0,14.7,37.4,0.6,Lunch/Dinner
Ayam goreng sukabumi dada,244.0,9.2,36.7,1.0,Lunch/Dinner
Ayam goreng sukabumi paha,283.0,14.3,35.7,0.5,Lunch/Dinner
Ayam hati segar,261.0,16.1,27.4,1.6,Lunch/Dinner
Ayam taliwang masakan,264.0,20.1,18.2,2.7,Lunch/Dinner
Ayam usus goreng,473.0,26.3,45.2,13.9,Lunch/Dinner
Babat,113.0,4.2,17.6,0.0,ingrideint
Babi daging gemuk segar,453.0,45.0,11.9,0.0,Lunch/Dinner
Babi daging kurus segar,371.0,35.0,14.1,0.0,Lunch/Dinner
Babi ginjal segar,110.0,4.6,16.3,0.8,ingrideint
Babi hati segar,129.0,4.8,19.7,1.7,ingrideint
Babi hutan masak rica masakan,491.0,16.3,24.6,0.2,ingrideint
Bacang,102.9,2.7,3.3,16.3,ingrideint
Bagea kelapa asin,450.0,13.9,3.2,78.1,Drink
Bagea kelapa manis,452.0,13.8,1.3,80.6,Drink
Bagea kenari asin,529.0,29.1,3.2,63.6,ingrideint
Bagea kenari manis,523.0,28.2,3.2,64.2,ingrideint
Bagea kw 1,416.0,9.4,6.5,76.3,ingrideint
Bagea kw 2,382.0,3.5,0.3,87.2,ingrideint
Baje,129.0,6.6,1.9,15.6,ingrideint
Bakpia kue,272.0,6.7,8.7,44.1,Breakfast
Bakso ,76.0,2.5,4.1,9.2,Carbs
Bakung segar,27.0,0.2,2.0,4.2,ingrideint
Bakwan,280.0,10.2,8.2,39.0,ingrideint
Baligo,13.0,0.2,0.4,3.0,ingrideint
Bantal,190.0,0.3,3.3,43.5,ingrideint
Barongko,159.0,5.8,3.1,23.5,Snack
Batang Tading,137.0,4.8,4.3,19.1,ingrideint
Batar daan,107.0,2.2,2.2,19.6,ingrideint
Batatas gembili segar,76.0,0.9,1.1,16.0,ingrideint
Batatas kelapa ubi bakar,110.0,1.1,1.4,23.4,Drink
Batatas kelapa ubi kukus,92.0,0.3,1.2,21.0,Drink
Batatas kelapa ubi segar,89.0,0.1,1.1,21.0,Drink
Batatas tali ubi rebus,182.0,0.4,2.4,42.2,Carbs
Bawang Bombay,45.0,0.2,1.4,10.3,ingrideint
Bawang Merah,39.0,0.3,1.5,0.2,ingrideint
Bawang Putih,95.0,0.2,4.5,23.1,ingrideint
Bayam kukus,30.0,0.7,1.3,5.8,Lunch/Dinner
Bayam Merah,51.0,0.5,4.6,10.0,Lunch/Dinner
Bayam merah segar,41.0,0.8,2.2,6.3,Lunch/Dinner
Bayam rebus,23.0,0.6,1.2,3.7,Lunch/Dinner
Bayam segar,36.0,0.5,3.5,6.5,Lunch/Dinner
Bayam tumis + oncom,102.0,6.7,3.7,6.9,Lunch/Dinner
Bayam tumis bersantan,48.0,4.2,1.4,2.6,Lunch/Dinner
Bebek (itik),326.0,28.6,16.0,0.0,Lunch/Dinner
Bebek alabio daging segar,303.0,27.0,11.3,3.7,Lunch/Dinner
Bebek daging goreng,300.0,20.7,24.0,4.5,Lunch/Dinner
Beberuk,65.0,5.2,1.1,3.5,ingrideint
Beef burger,258.0,9.5,10.6,32.5,Lunch/Dinner
Beef teriyaki masakan,151.0,3.1,8.6,22.3,Lunch/Dinner
Beef yakiniku masakan,132.0,1.1,9.8,20.7,Lunch/Dinner
Bekasam,116.0,4.9,11.9,6.1,ingrideint
Bekasang,78.0,2.0,11.4,3.6,ingrideint
Belibis daging segar,131.0,4.3,20.2,2.8,Lunch/Dinner
Belimbing,36.0,0.4,0.4,8.8,ingrideint
Belitung talas kukus,145.0,0.4,1.2,34.2,Carbs
Belut goreng,417.0,19.4,25.9,32.0,Lunch/Dinner
Belut segar,70.0,0.8,14.6,1.0,Lunch/Dinner
Belutlaut segar,93.0,1.5,12.8,6.1,Lunch/Dinner
Bengkuang,55.0,0.2,1.4,12.8,ingrideint
Bentul (Komba)  talas segar,98.0,0.7,1.6,20.9,Carbs
Bentul talas kukus,71.0,0.3,2.3,15.4,Carbs
Beras Cerdas,350.0,1.1,2.7,82.3,Carbs
Beras ganyong,364.0,0.7,3.4,86.3,Carbs
Beras Giling,360.0,0.7,6.8,78.9,Carbs
Beras Giling masak (nasi) ,178.0,0.1,2.1,40.6,Carbs
Beras giling mentah,357.0,1.7,8.4,77.1,Carbs
Beras giling var pelita mentah,369.0,1.4,9.5,77.1,Carbs
Beras giling var rojolele mentah,357.0,1.7,8.4,77.1,Carbs
Beras hitam mentah,351.0,1.3,8.0,76.9,Carbs
Beras jagung kuning kering mentah,358.0,0.1,5.5,82.7,Carbs
Beras jagung putih kering mentah,307.0,0.1,4.8,71.8,Carbs
Beras Ketan Hitam,356.0,0.7,7.0,78.0,Carbs
Beras Ketan Hitam kukus,181.0,1.2,4.0,37.3,Carbs
Beras Ketan Hitam tape,166.0,1.0,3.8,34.4,Carbs
Beras Ketan Hitam tumbuk,360.0,2.3,8.0,74.5,Carbs
Beras ketan hitam tumbuk mentah,360.0,2.3,8.0,74.5,Carbs
Beras Ketan Putih,362.0,0.7,6.7,79.4,Carbs
Beras Ketan Putih kukus,163.0,0.4,3.0,35.7,Carbs
Beras Ketan Putih tape,172.0,0.5,3.0,37.5,Carbs
Beras Ketan Putih tumbuk,361.0,0.8,7.4,78.4,Carbs
Beras ketan putih tumbuk mentah,361.0,0.8,7.4,78.4,Carbs
Beras ladang mentah,376.0,3.8,7.5,78.0,Carbs
Beras Menir,339.0,4.4,7.7,73.0,Carbs
Beras menir mentah,362.0,4.4,7.7,73.0,Carbs
Beras Merah tumbuk,359.0,0.9,7.5,77.6,Carbs
Beras Parboiled,364.0,0.6,6.8,80.1,Carbs
Beras parboiled,353.0,0.6,6.8,80.0,Carbs
Beras Pecah Kulit,335.0,1.9,7.4,76.2,Carbs
Beras Setengah Giling,363.0,1.1,7.6,78.3,Carbs
Beras Siger,344.0,0.2,1.1,28.3,Carbs
Beras tumbuk mentah,354.0,0.4,7.8,79.9,Carbs
Beras tumbuk merah mentah,352.0,0.9,7.3,76.2,Carbs
Betok wadi masakan,145.0,7.0,16.3,4.1,ingrideint
Bihun,360.0,0.1,4.7,82.1,Carbs
Bihun Goreng ,154.0,4.5,3.0,25.5,Carbs
Bihun goreng instan,381.0,3.9,6.1,80.3,Carbs
Bihun Jagung mentah,354.0,0.3,0.5,87.4,Carbs
Bihun mentah,348.0,0.1,4.7,82.1,Carbs
Biji Jambu Mete,562.0,49.6,21.2,23.6,Snack
Biji Jambu Mete goreng,629.0,56.6,21.5,19.8,Snack
Biji nangka/Biji salak,262.0,5.4,2.3,51.1,Snack
Bika ambon,199.0,1.5,2.1,44.4,Snack
Bika Ambon ,225.7,0.3,3.0,52.9,Snack
Bir (4% alkohol),48.0,0.0,0.6,4.4,Drink
Biskuit,458.0,14.4,6.9,75.1,Breakfast
Bit,42.0,0.1,1.6,9.6,ingrideint
Biwah segar,51.0,0.1,0.3,12.1,ingrideint
Bonggol Pisang,43.0,0.0,2.6,11.6,Snack
Bonggol Pisang kering,245.0,0.0,3.4,66.2,Snack
Bongkrek (tempe bungkil),119.0,3.5,4.4,18.3,Lunch/Dinner
Boros Kunci,23.0,0.8,1.0,7.2,ingrideint
Boros Laja (lengkuas),22.0,0.3,1.0,4.7,ingrideint
Botok lamtoro,186.0,9.7,11.7,13.0,ingrideint
Brem,249.0,0.4,3.4,58.0,ingrideint
Brondong ,400.0,0.7,4.0,95.3,ingrideint
Brongkos,141.0,3.3,15.3,12.6,ingrideint
Buah Atung,23.0,0.2,0.8,5.2,Snack
Buah kelenting segar,110.0,2.1,1.4,21.4,Snack
Buah kelor,38.0,0.2,1.5,7.5,Snack
Buah kom segar,264.0,1.1,4.0,59.6,Snack
Buah Mentega (bisbul),39.0,0.2,0.7,9.7,Snack
Buah merah,87.0,2.7,2.6,13.1,Snack
Buah Naga Merah segar,71.0,3.1,1.7,9.1,Snack
Buah Naga Putih segar,56.0,1.0,0.8,10.9,Snack
Buah negri segar,55.0,0.1,1.2,12.2,Snack
Buah Nona,101.0,0.6,1.7,25.2,Snack
Buah rotan segar,78.0,0.3,0.6,18.2,Snack
Buah rukam segar,113.0,0.3,0.8,26.8,Snack
Buah ruruhi segar,29.0,0.7,2.1,3.6,Snack
Buah tuppa segar,67.0,0.2,0.4,15.9,Snack
Buaya daging dendeng mentah,365.0,4.8,49.6,30.8,Lunch/Dinner
Bubur ,60.0,60.0,1.0,13.0,Breakfast
Bubur sagu,167.0,4.0,0.2,33.0,Carbs
Bubur tinotuan (Manado),156.0,0.2,2.3,15.6,Breakfast
Bulgogi masakan,72.0,4.9,11.4,1.4,ingrideint
Bulung Jajan,212.0,0.2,16.9,47.6,ingrideint
Bulung Sangu,237.0,0.2,14.7,56.0,ingrideint
Buncis,35.0,0.2,2.4,7.7,ingrideint
Buncis asam,60.0,0.5,5.1,8.5,ingrideint
Buncis rebus,30.0,0.2,2.2,6.4,ingrideint
Bunga pepaya segar,45.0,0.3,2.6,8.1,Snack
Bunga turi segar,42.0,1.1,2.0,6.1,ingrideint
Bungkil Biji Karet,333.0,3.3,29.3,50.0,ingrideint
Bungkil Kacang Tanah,336.0,13.0,37.4,30.5,Carbs
Bungkil Kelapa,368.0,15.0,23.0,40.0,Drink
Buntil ,106.0,6.3,4.4,7.9,ingrideint
Buntil daun talas,141.0,10.2,4.4,8.0,Carbs
Buras ,125.7,1.9,3.3,23.9,ingrideint
Burung sarang segar,281.0,0.3,37.5,32.1,ingrideint
Cabai gembor merah segar,38.0,0.8,1.6,6.3,ingrideint
Cabai hijau segar,26.0,0.3,0.7,5.2,ingrideint
Cabai merah kering,367.0,6.2,15.9,61.8,ingrideint
Cabai merah segar,36.0,0.3,1.0,7.3,ingrideint
Cabai rawit segar,120.0,2.4,4.7,19.9,ingrideint
Caisin segar,20.0,0.4,1.7,3.4,ingrideint
Cakalang asar (asap papua),155.0,3.8,20.1,10.2,ingrideint
Cake tape,323.0,11.5,4.9,50.1,ingrideint
Cammetutu,102.0,6.0,3.2,8.7,ingrideint
Cantel mentah,366.0,3.3,11.0,73.0,ingrideint
Cap cai sayur,97.0,6.3,5.8,4.2,Lunch/Dinner
Carica papaya segar,24.0,0.2,1.9,3.7,ingrideint
Cassavastick,460.0,18.7,0.8,17.2,ingrideint
Cempedak,116.0,0.4,3.0,28.6,ingrideint
Cengkeh kering,330.0,8.9,5.2,57.4,ingrideint
Centel,332.0,3.3,11.0,73.0,ingrideint
Ceriping getuk singkong,462.0,20.7,1.2,67.7,Carbs
Chicken teriyaki masakan,168.0,9.6,13.0,7.5,Lunch/Dinner
Chikiniku masakan,143.0,1.4,9.8,22.8,ingrideint
Coklat bubuk,311.0,4.0,8.0,48.9,ingrideint
Coklat Manis batang,472.0,29.8,2.0,62.7,ingrideint
Coklat Pahit batang,504.0,52.9,5.5,29.2,ingrideint
Coklat Susu batang,381.0,35.0,9.0,53.6,Drink
Combro ,210.0,6.6,1.6,35.8,Snack
Corned Beef,241.0,25.0,16.0,0.0,Carbs
Coto mangkasara kuda masakan,96.0,5.9,6.8,3.8,Lunch/Dinner
Coto mangkasara sapi masakan,84.0,6.0,6.0,1.4,Lunch/Dinner
Cue Selar Kuning,145.0,2.3,27.0,0.0,ingrideint
Cuka,12.0,0.1,0.1,5.0,ingrideint
Cumi-cumi goreng,265.0,10.1,40.6,0.0,Lunch/Dinner
Cumi-cumi segar,75.0,0.7,16.1,0.1,Lunch/Dinner
Daging Anak Sapi,190.0,12.0,19.1,0.0,Lunch/Dinner
Daging Asap,191.0,6.0,32.0,0.0,Lunch/Dinner
Daging Babi Gemuk,457.0,45.0,11.6,0.0,Lunch/Dinner
Daging Babi Kurus,376.0,35.0,14.1,0.0,Lunch/Dinner
Daging Domba,206.0,14.8,17.1,0.0,Lunch/Dinner
Daging Kambing,154.0,9.2,16.6,0.0,Lunch/Dinner
Daging Kerbau,84.0,0.5,18.7,0.0,Lunch/Dinner
Daging Kuda,118.0,4.1,18.1,0.9,Lunch/Dinner
Daging Sapi,207.0,14.0,18.8,0.0,Lunch/Dinner
Daun bangun-bangun segar,27.0,0.6,1.3,4.0,ingrideint
Daun Bawang,29.0,0.7,1.8,5.2,ingrideint
Daun bawang  merah segar,41.0,0.3,2.0,7.8,ingrideint
Daun bebuas segar,41.0,1.0,2.7,7.3,ingrideint
Daun belem segar,50.0,1.4,4.4,7.8,ingrideint
Daun Beluntas,42.0,0.5,1.8,9.4,ingrideint
Daun Cincau,122.0,1.0,6.0,26.0,ingrideint
Daun Gandaria,60.0,0.3,3.1,14.0,ingrideint
Daun gedi besar segar,58.0,0.7,2.9,10.0,Drink
Daun gelang segar,30.0,0.7,1.3,5.8,ingrideint
Daun gunda bali segar,50.0,0.9,4.6,7.0,ingrideint
Daun gunda serang segar,62.0,0.9,4.2,9.2,ingrideint
Daun Jambu Mete muda,73.0,0.5,4.6,16.2,Snack
Daun jampang segar,34.0,0.5,3.8,5.3,ingrideint
Daun jawaw seluang segar,93.0,1.3,5.0,15.3,ingrideint
Daun jonghe segar,27.0,0.7,2.1,4.4,ingrideint
Daun kacang ma segar,36.0,0.6,2.9,6.8,Carbs
Daun Kacang Panjang,34.0,0.4,4.1,5.8,Carbs
Daun Kacang Panjang kukus,40.0,0.3,3.7,8.0,Carbs
Daun kacang panjang segar,30.0,0.3,3.1,5.8,Carbs
Daun kasbi/singkong karet segar,92.0,3.6,4.0,10.9,Carbs
Daun Katuk,59.0,1.0,4.8,11.0,ingrideint
Daun katuk rebus,53.0,0.9,5.3,9.1,ingrideint
Daun katuk segar,59.0,1.0,6.4,9.9,ingrideint
Daun Kecipir,47.0,0.5,5.0,8.5,ingrideint
Daun Kedondong,59.0,0.3,2.8,13.4,ingrideint
Daun Kelor,82.0,1.7,6.7,14.3,ingrideint
Daun Kelor rebus,61.0,0.9,6.1,10.0,ingrideint
Daun Kemangi,46.0,0.5,4.0,8.9,ingrideint
Daun kenikir segar,45.0,0.5,3.7,6.6,ingrideint
Daun kesum segar,48.0,0.8,4.5,9.1,Drink
Daun kol sawi segar,22.0,0.5,2.1,3.6,ingrideint
Daun Koro,23.0,0.3,3.0,3.7,Lunch/Dinner
Daun kubis segar,51.0,1.1,2.5,8.0,Carbs
Daun Kumak,14.0,0.3,1.3,2.3,ingrideint
Daun Labu Siam,60.0,0.4,4.0,4.7,ingrideint
Daun Labu Waluh,30.0,0.6,3.6,4.5,ingrideint
Daun lamtoro segar,87.0,1.8,8.3,14.4,ingrideint
Daun leilem segar,76.0,0.2,2.8,15.8,ingrideint
Daun Leunca,45.0,0.5,4.7,8.1,ingrideint
Daun Lobak,30.0,0.4,2.3,5.8,ingrideint
Daun Lompong Tales,40.0,0.8,3.0,7.4,Drink
Daun Mangkokan,54.0,0.3,3.7,11.8,ingrideint
Daun matel ambon segar,71.0,1.6,6.8,11.5,ingrideint
Daun Melinjo,99.0,1.3,5.0,21.3,ingrideint
Daun Mengkudu Kukus,63.0,1.5,3.8,11.5,ingrideint
Daun ndusuk segar,166.0,0.5,1.7,38.8,ingrideint
Daun Oyong,22.0,0.1,1.0,5.3,ingrideint
Daun oyong segar,22.0,0.1,1.0,5.3,ingrideint
Daun Pakis,35.0,0.3,4.0,6.4,ingrideint
Daun pakis longgiho segar,54.0,3.6,2.2,3.1,ingrideint
Daun pakis segar,39.0,0.4,4.5,6.9,ingrideint
Daun pakis wambateu segar,53.0,1.2,3.4,7.2,ingrideint
Daun paku segar,29.0,0.1,3.4,6.5,ingrideint
Daun pangisegar,104.0,0.6,3.9,17.9,ingrideint
Daun pare segar,49.0,1.0,2.7,8.4,ingrideint
Daun pepaya segar,87.0,2.0,8.0,11.9,Snack
Daun Pete Cina,128.0,6.5,12.0,12.4,ingrideint
Daun Poh-pohan,37.0,0.8,2.5,6.9,ingrideint
Daun salam  bubuk,301.0,10.9,14.2,49.0,ingrideint
Daun selasih segar,62.0,0.5,4.0,10.5,ingrideint
Daun Semanggi,45.0,8.0,4.4,0.5,ingrideint
Daun semanggi segar,45.0,0.5,4.4,8.5,ingrideint
Daun simpur segar,53.0,2.5,3.2,7.6,ingrideint
Daun singkil segar,68.0,1.0,2.0,15.2,ingrideint
Daun Singkong,73.0,1.2,6.8,13.0,Carbs
Daun singkong ambon segar,144.0,1.2,12.7,25.2,Carbs
Daun singkong ampenan segar,50.0,1.1,6.2,7.1,Carbs
Daun singkong kopang segar,74.0,0.7,6.3,10.7,Carbs
Daun Singkong lodeh,55.0,0.5,4.0,8.5,Carbs
Daun Singkong rebus,31.0,0.6,3.7,4.8,Carbs
Daun singkong segar,50.0,1.1,6.2,7.1,Carbs
Daun Sintrong,36.0,0.9,2.6,6.1,ingrideint
Daun talas rebus,27.0,0.2,1.3,5.9,Carbs
Daun talas segar,59.0,0.4,3.0,13.5,Carbs
Daun Tales,71.0,2.1,4.1,12.3,Drink
Daun Tales rebus,27.0,0.2,1.3,5.9,Drink
Daun tespong segar,70.0,0.3,2.9,13.9,Drink
Daun Ubi Jalar,47.0,0.4,2.8,10.4,Carbs
Daun Ubi Jalar kukus,56.0,0.3,3.1,13.0,Carbs
Daun ubi kuning segar,62.0,0.3,3.7,11.1,Carbs
Daun ubi merah kukus,56.0,0.3,3.1,13.0,Carbs
Daun ubi merah segar,48.0,0.3,3.0,10.8,Carbs
Daun ubi putih segar,46.0,0.2,2.8,8.2,Carbs
Daun ubi tinta segar,55.0,0.1,1.7,11.9,Carbs
Deblo ,260.0,15.0,2.0,53.0,ingrideint
Dendeng belut goreng,382.0,14.1,55.7,8.0,Lunch/Dinner
Dendeng Daging Sapi,433.0,9.0,55.0,0.0,Lunch/Dinner
Dendeng mujahir goreng,598.0,26.9,74.3,9.2,ingrideint
Dideh darah ayam,77.0,1.9,13.8,0.7,Lunch/Dinner
Dideh darah sapi,104.0,1.1,21.9,0.0,Lunch/Dinner
Djibokum masakan,248.0,2.3,10.0,40.9,ingrideint
Dodol,395.0,5.7,3.0,81.2,Snack
Dodol bali,298.0,2.1,3.7,65.9,Snack
Dodol banjarmasin,368.0,8.6,2.6,70.0,Snack
Dodol galamai,348.0,3.8,0.4,76.1,Snack
Dodol kedondong,331.0,7.6,1.9,63.8,Snack
Dodol manado,373.0,16.5,4.3,51.9,Snack
Dodonkol ,17.5,2.3,3.3,39.5,ingrideint
Domba daging gemuk segar,317.0,27.7,15.7,0.0,Lunch/Dinner
Domba daging kurus  segar,202.0,14.8,17.1,0.0,Lunch/Dinner
Domba ginjal segar,100.0,3.3,16.6,1.0,ingrideint
Duku,63.0,0.2,1.0,16.1,ingrideint
Durian,134.0,3.0,2.5,28.0,ingrideint
Duwet segar,80.0,0.6,0.5,18.2,ingrideint
Eceng Gondok,18.0,0.2,1.0,3.8,ingrideint
Embacang,98.0,0.2,1.4,25.4,ingrideint
Empal (daging) Goreng masakan,248.0,6.9,36.2,10.1,Lunch/Dinner
Empal Goreng,590.0,57.0,18.5,0.0,Lunch/Dinner
Emping (kerupuk melinjo),345.0,1.5,12.0,71.5,Carbs
Emping beras,403.0,2.2,10.6,85.3,Carbs
Emping komak,355.0,4.6,17.8,60.7,Carbs
Encung asam segar,122.0,4.5,3.5,17.5,ingrideint
Enting-enting gepuk hello kity,538.0,30.3,13.6,52.6,ingrideint
Enting-enting gepuk kacang tanah,524.0,29.2,13.3,52.0,Carbs
Enting-enting wijen,565.0,38.4,18.2,36.8,ingrideint
Erbis,70.0,0.0,0.6,18.9,ingrideint
Es krim,210.0,12.5,4.0,20.6,Drink
Es Krim (Coconut milk) ,156.7,1.7,3.0,32.7,Drink
Es Mambo ,152.0,0.0,0.0,37.6,Drink
Es Sirup ,44.8,0.0,0.0,11.3,Drink
Fillet o-fish,270.0,15.9,12.3,19.3,Lunch/Dinner
Gadeng/Gadung kering,322.0,0.6,2.4,76.6,ingrideint
Gado-gado,137.0,3.2,6.1,21.0,Lunch/Dinner
Gadung kukus,88.0,0.3,0.8,20.9,ingrideint
Gadung mentah,101.0,0.2,2.1,23.2,ingrideint
Gadung ubi kukus,88.0,0.3,0.6,20.9,Carbs
Gadung ubi segar,100.0,0.3,0.9,23.5,Carbs
Gambas (Oyong),18.0,0.2,0.8,4.1,ingrideint
Gambas lodeh,13.0,0.6,0.3,1.6,Lunch/Dinner
Gandaria,68.0,0.1,0.7,18.0,ingrideint
Ganyong kukus,100.0,0.2,0.8,23.8,ingrideint
Ganyong mentah,95.0,0.1,1.0,22.6,ingrideint
Ganyong rebus,100.0,0.2,0.8,23.8,ingrideint
Ganyong segar,77.0,0.2,0.6,18.4,ingrideint
Gaplek,338.0,0.7,1.5,81.3,Carbs
Gatep segar,191.0,1.5,4.5,39.7,ingrideint
Gatot,347.0,0.7,1.3,83.8,ingrideint
Geblek,195.0,1.7,0.4,44.4,ingrideint
Gelatine,389.0,0.0,0.0,91.0,ingrideint
Gembili,95.0,0.1,1.5,22.4,ingrideint
Gembili ubi segar,131.0,0.2,1.1,31.3,Carbs
Gemblong,274.0,5.4,1.7,55.5,ingrideint
Gendar goreng,407.0,28.2,6.4,32.0,ingrideint
Genjer segar,35.0,0.2,1.7,7.7,ingrideint
Geplak,350.0,14.4,1.4,53.6,ingrideint
Geplak jahe,462.0,24.4,3.1,57.7,ingrideint
Gete kuah asam masakan,75.0,2.0,8.2,6.0,ingrideint
Getuk goreng,360.0,6.4,1.3,74.3,Snack
Getuk Lindri ,171.4,4.0,4.0,32.0,Snack
Getuk pisang,144.0,0.4,1.1,34.1,Snack
Getuk singkong,204.0,1.4,0.5,47.4,Carbs
Ginjal Babi,114.0,4.6,16.3,0.8,ingrideint
Ginjal Domba,105.0,3.3,16.6,1.0,ingrideint
Ginjal Sapi,141.0,8.1,15.0,0.9,Lunch/Dinner
Gudeg ,53.0,1.6,1.6,8.8,Lunch/Dinner
Gudeg sayur,160.0,9.2,3.3,16.0,Lunch/Dinner
Gula Aren,368.0,0.0,0.0,95.0,ingrideint
Gula Kelapa,386.0,10.0,3.0,76.0,Drink
Gula Merah Tebu belum dimurnikan,356.0,0.5,0.4,90.6,Lunch/Dinner
Gula putih,394.0,0.0,0.0,94.0,ingrideint
Gulai asam keueung masakan,52.0,0.5,10.0,1.8,Lunch/Dinner
Gulai ikan masakan,106.0,3.3,16.5,2.5,Lunch/Dinner
Gulai ikan paya masakan,148.0,9.8,10.0,5.0,Lunch/Dinner
Gulai kambing,126.0,9.4,4.2,6.2,Lunch/Dinner
Gulai keumamah masakan,110.0,8.2,5.9,3.2,Lunch/Dinner
Gulai pakis,143.0,11.4,4.0,6.0,Lunch/Dinner
Gulai pliek,176.0,14.9,7.3,3.2,Lunch/Dinner
Gulai tiram masakan,132.0,7.2,9.0,7.8,Lunch/Dinner
Gurame asem manis masakan,192.0,10.1,12.7,12.7,ingrideint
Gurandil,218.0,2.5,0.5,48.5,ingrideint
Ham,389.0,35.0,16.9,0.3,ingrideint
Hangop,65.0,1.0,10.0,3.5,ingrideint
Hati Babi,134.0,4.8,19.7,1.7,ingrideint
Hati Sapi,136.0,3.2,19.7,6.0,Lunch/Dinner
Havermout,390.0,7.4,14.2,68.2,ingrideint
Hofa/Ubi hutan segar,127.0,0.5,1.2,29.5,Carbs
Ikan asar merah masakan,146.0,5.9,17.7,5.6,Lunch/Dinner
Ikan Asin bilis goreng,380.0,27.5,33.6,0.0,Lunch/Dinner
Ikan Asin gabus goreng,456.0,24.4,46.5,0.0,Lunch/Dinner
Ikan Asin japuh goreng,348.0,29.5,18.7,0.0,Lunch/Dinner
Ikan Asin kering,193.0,1.5,42.0,0.0,Lunch/Dinner
Ikan Asin pari goreng,430.0,23.6,58.2,0.0,Lunch/Dinner
Ikan Asin pepetek goreng,652.0,54.3,40.4,0.0,Lunch/Dinner
Ikan Asin sirinding goreng,319.0,31.7,6.9,0.0,Lunch/Dinner
Ikan Asin teri goreng,430.0,32.4,33.4,0.0,Lunch/Dinner
Ikan Bader (Tawes),198.0,13.0,19.0,0.0,Drink
Ikan balong segar,107.0,3.9,16.5,1.5,Lunch/Dinner
Ikan bambangan segar,112.0,1.3,20.0,3.7,Lunch/Dinner
Ikan Bandeng,129.0,4.8,20.0,0.0,Lunch/Dinner
Ikan bandeng presto masakan,296.0,20.3,17.1,11.3,Drink
Ikan banjar segar,111.0,0.9,19.4,4.8,Lunch/Dinner
Ikan baronang segar,78.0,0.6,14.5,3.7,Lunch/Dinner
Ikan baung bakar,144.0,5.8,17.8,5.2,Lunch/Dinner
Ikan baung segar,123.0,5.5,15.1,3.3,Lunch/Dinner
Ikan Bawal,96.0,1.7,19.0,0.0,Lunch/Dinner
Ikan Bekasang,138.0,0.7,14.0,7.4,Lunch/Dinner
Ikan Belida bakar,128.0,3.0,18.0,7.2,Lunch/Dinner
Ikan Belida segar,80.0,1.4,14.7,2.2,Lunch/Dinner
Ikan Belut Segar goreng,417.0,19.4,25.9,32.0,Lunch/Dinner
Ikan Belut Segar mentah,82.0,1.0,6.7,10.9,Lunch/Dinner
Ikan Beunteur,66.0,0.0,14.0,0.0,Lunch/Dinner
Ikan biawan segar,90.0,2.5,14.9,2.1,Lunch/Dinner
Ikan bili segar,88.0,0.7,14.2,6.2,Lunch/Dinner
Ikan bubara segar,100.0,2.4,14.7,4.9,Lunch/Dinner
Ikan bulan-bulan segar,134.0,1.3,25.5,5.0,Lunch/Dinner
Ikan cakalang asap mentah,204.0,5.6,34.2,1.9,Lunch/Dinner
Ikan cakalang asin mentah,198.0,2.2,36.5,5.5,Lunch/Dinner
